filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
7.jpg,69872,{},20,0,"{""name"":""rect"",""x"":16,""y"":100,""width"":125,""height"":33}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,1,"{""name"":""rect"",""x"":38,""y"":140,""width"":38,""height"":30}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,2,"{""name"":""rect"",""x"":81,""y"":137,""width"":38,""height"":32}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,3,"{""name"":""rect"",""x"":122,""y"":136,""width"":34,""height"":28}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,4,"{""name"":""rect"",""x"":40,""y"":173,""width"":122,""height"":22}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,5,"{""name"":""rect"",""x"":128,""y"":189,""width"":34,""height"":29}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,6,"{""name"":""rect"",""x"":96,""y"":193,""width"":31,""height"":31}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,7,"{""name"":""rect"",""x"":49,""y"":193,""width"":38,""height"":38}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,8,"{""name"":""rect"",""x"":134,""y"":238,""width"":32,""height"":28}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,9,"{""name"":""rect"",""x"":101,""y"":243,""width"":31,""height"":29}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,10,"{""name"":""rect"",""x"":64,""y"":250,""width"":31,""height"":32}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,11,"{""name"":""rect"",""x"":72,""y"":298,""width"":32,""height"":24}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,12,"{""name"":""rect"",""x"":110,""y"":291,""width"":26,""height"":23}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,13,"{""name"":""rect"",""x"":76,""y"":322,""width"":64,""height"":12}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,14,"{""name"":""rect"",""x"":153,""y"":324,""width"":22,""height"":23}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,15,"{""name"":""rect"",""x"":118,""y"":332,""width"":26,""height"":22}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,16,"{""name"":""rect"",""x"":84,""y"":339,""width"":28,""height"":27}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,17,"{""name"":""rect"",""x"":69,""y"":275,""width"":68,""height"":28}","{""name"":""12OZ 7UP""}"
7.jpg,69872,{},20,18,"{""name"":""rect"",""x"":296,""y"":132,""width"":20,""height"":37}","{""name"":""2L 7UP""}"
7.jpg,69872,{},20,19,"{""name"":""rect"",""x"":48,""y"":225,""width"":118,""height"":22}","{""name"":""12OZ 7UP""}"
132.jpg,81573,{},6,0,"{""name"":""rect"",""x"":189,""y"":144,""width"":120,""height"":30}","{""name"":""12OZ 7UP""}"
132.jpg,81573,{},6,1,"{""name"":""rect"",""x"":189,""y"":174,""width"":120,""height"":27}","{""name"":""12OZ 7UP""}"
132.jpg,81573,{},6,2,"{""name"":""rect"",""x"":310,""y"":144,""width"":122,""height"":28}","{""name"":""12OZ DT 7UP""}"
132.jpg,81573,{},6,3,"{""name"":""rect"",""x"":310,""y"":173,""width"":119,""height"":28}","{""name"":""12OZ DT 7UP""}"
132.jpg,81573,{},6,4,"{""name"":""rect"",""x"":65,""y"":143,""width"":123,""height"":32}","{""name"":""12OZ CAN DRY""}"
132.jpg,81573,{},6,5,"{""name"":""rect"",""x"":65,""y"":176,""width"":124,""height"":26}","{""name"":""12OZ CAN DRY""}"
180.jpg,72255,{},18,0,"{""name"":""rect"",""x"":424,""y"":108,""width"":60,""height"":47}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,1,"{""name"":""rect"",""x"":476,""y"":157,""width"":23,""height"":45}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,2,"{""name"":""rect"",""x"":410,""y"":159,""width"":65,""height"":41}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,3,"{""name"":""rect"",""x"":471,""y"":203,""width"":28,""height"":39}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,4,"{""name"":""rect"",""x"":409,""y"":202,""width"":54,""height"":42}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,5,"{""name"":""rect"",""x"":403,""y"":246,""width"":52,""height"":36}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,6,"{""name"":""rect"",""x"":464,""y"":244,""width"":35,""height"":38}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,7,"{""name"":""rect"",""x"":454,""y"":283,""width"":46,""height"":36}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,8,"{""name"":""rect"",""x"":398,""y"":284,""width"":49,""height"":34}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,9,"{""name"":""rect"",""x"":448,""y"":319,""width"":49,""height"":34}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,10,"{""name"":""rect"",""x"":395,""y"":320,""width"":47,""height"":35}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,11,"{""name"":""rect"",""x"":390,""y"":355,""width"":49,""height"":34}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,12,"{""name"":""rect"",""x"":441,""y"":355,""width"":52,""height"":33}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,13,"{""name"":""rect"",""x"":384,""y"":389,""width"":52,""height"":33}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,14,"{""name"":""rect"",""x"":434,""y"":389,""width"":55,""height"":33}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,15,"{""name"":""rect"",""x"":429,""y"":424,""width"":53,""height"":29}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,16,"{""name"":""rect"",""x"":380,""y"":422,""width"":52,""height"":32}","{""name"":""12OZ 7UP""}"
180.jpg,72255,{},18,17,"{""name"":""rect"",""x"":483,""y"":420,""width"":17,""height"":33}","{""name"":""12OZ 7UP""}"
199.jpg,80208,{},17,0,"{""name"":""rect"",""x"":99,""y"":414,""width"":29,""height"":26}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,1,"{""name"":""rect"",""x"":101,""y"":446,""width"":29,""height"":24}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,2,"{""name"":""rect"",""x"":109,""y"":470,""width"":25,""height"":28}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,3,"{""name"":""rect"",""x"":132,""y"":392,""width"":76,""height"":47}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,4,"{""name"":""rect"",""x"":134,""y"":420,""width"":74,""height"":46}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,5,"{""name"":""rect"",""x"":138,""y"":449,""width"":70,""height"":47}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,6,"{""name"":""rect"",""x"":209,""y"":432,""width"":59,""height"":40}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,7,"{""name"":""rect"",""x"":210,""y"":400,""width"":60,""height"":42}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,8,"{""name"":""rect"",""x"":207,""y"":380,""width"":64,""height"":28}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,9,"{""name"":""rect"",""x"":271,""y"":353,""width"":53,""height"":35}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,10,"{""name"":""rect"",""x"":272,""y"":383,""width"":50,""height"":33}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,11,"{""name"":""rect"",""x"":272,""y"":408,""width"":48,""height"":40}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,12,"{""name"":""rect"",""x"":372,""y"":365,""width"":15,""height"":25}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,13,"{""name"":""rect"",""x"":372,""y"":391,""width"":15,""height"":25}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,14,"{""name"":""rect"",""x"":327,""y"":343,""width"":45,""height"":31}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,15,"{""name"":""rect"",""x"":324,""y"":368,""width"":46,""height"":35}","{""name"":""12OZ CAN DRY""}"
199.jpg,80208,{},17,16,"{""name"":""rect"",""x"":325,""y"":392,""width"":46,""height"":37}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,0,"{""name"":""rect"",""x"":379,""y"":178,""width"":30,""height"":28}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,1,"{""name"":""rect"",""x"":343,""y"":179,""width"":31,""height"":27}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,2,"{""name"":""rect"",""x"":340,""y"":206,""width"":32,""height"":25}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,3,"{""name"":""rect"",""x"":374,""y"":206,""width"":32,""height"":26}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,4,"{""name"":""rect"",""x"":370,""y"":232,""width"":35,""height"":22}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,5,"{""name"":""rect"",""x"":336,""y"":230,""width"":36,""height"":26}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,6,"{""name"":""rect"",""x"":367,""y"":255,""width"":31,""height"":24}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,7,"{""name"":""rect"",""x"":332,""y"":256,""width"":35,""height"":24}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,8,"{""name"":""rect"",""x"":364,""y"":278,""width"":33,""height"":22}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,9,"{""name"":""rect"",""x"":329,""y"":278,""width"":36,""height"":24}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,10,"{""name"":""rect"",""x"":360,""y"":301,""width"":32,""height"":22}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,11,"{""name"":""rect"",""x"":327,""y"":300,""width"":35,""height"":25}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,12,"{""name"":""rect"",""x"":358,""y"":323,""width"":32,""height"":21}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,13,"{""name"":""rect"",""x"":324,""y"":323,""width"":32,""height"":24}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,14,"{""name"":""rect"",""x"":324,""y"":342,""width"":93,""height"":20}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,15,"{""name"":""rect"",""x"":383,""y"":360,""width"":30,""height"":21}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,16,"{""name"":""rect"",""x"":351,""y"":360,""width"":30,""height"":24}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,17,"{""name"":""rect"",""x"":320,""y"":362,""width"":30,""height"":23}","{""name"":""12OZ CAN DRY""}"
244.jpg,76821,{},43,18,"{""name"":""rect"",""x"":189,""y"":180,""width"":39,""height"":27}","{""name"":""12OZ DT 7UP""}"
244.jpg,76821,{},43,19,"{""name"":""rect"",""x"":188,""y"":209,""width"":36,""height"":25}","{""name"":""12OZ DT 7UP""}"
244.jpg,76821,{},43,20,"{""name"":""rect"",""x"":189,""y"":235,""width"":35,""height"":24}","{""name"":""12OZ DT 7UP""}"
244.jpg,76821,{},43,21,"{""name"":""rect"",""x"":188,""y"":262,""width"":35,""height"":22}","{""name"":""12OZ DT 7UP""}"
244.jpg,76821,{},43,22,"{""name"":""rect"",""x"":187,""y"":286,""width"":35,""height"":23}","{""name"":""12OZ DT 7UP""}"
244.jpg,76821,{},43,23,"{""name"":""rect"",""x"":186,""y"":310,""width"":35,""height"":22}","{""name"":""12OZ DT 7UP""}"
244.jpg,76821,{},43,24,"{""name"":""rect"",""x"":186,""y"":332,""width"":33,""height"":20}","{""name"":""12OZ DT 7UP""}"
244.jpg,76821,{},43,25,"{""name"":""rect"",""x"":103,""y"":161,""width"":42,""height"":45}","{""name"":""12OZ 7UP""}"
244.jpg,76821,{},43,26,"{""name"":""rect"",""x"":138,""y"":162,""width"":48,""height"":44}","{""name"":""12OZ 7UP""}"
244.jpg,76821,{},43,27,"{""name"":""rect"",""x"":104,""y"":207,""width"":40,""height"":29}","{""name"":""12OZ 7UP""}"
244.jpg,76821,{},43,28,"{""name"":""rect"",""x"":147,""y"":209,""width"":39,""height"":27}","{""name"":""12OZ 7UP""}"
244.jpg,76821,{},43,29,"{""name"":""rect"",""x"":148,""y"":236,""width"":37,""height"":25}","{""name"":""12OZ 7UP""}"
